IGLV5S1*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S10*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S2*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S3*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S5*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S6*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV5S9*01	1	75	76	102	103	153	154	174	175	288	VL	0
IGLV6S1*01	1	75	76	99	100	150	151	159	160	273	VL	0
IGLV6S3*01	1	75	76	99	100	150	151	159	160	273	VL	0
IGLV6S5*01	1	75	76	99	100	150	151	159	160	273	VL	0
IGLV6S6*01	1	75	76	99	100	150	151	159	160	273	VL	0
IGLV6S7*01	1	75	76	99	100	150	151	159	160	273	VL	0
IGKV1S1*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S10*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S11*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S12*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S14*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S15*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S16*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S17*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S18*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S19*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S2*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S2*02	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S20*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S21*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S22*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S23*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S24*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S25*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S26*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S27*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S28*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S29*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S3*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S3*02	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S30*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S31*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S32*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S33*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S34*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S35*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S36*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S37*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S39*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S4*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S40*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S41*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S42*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S44*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S45*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S46*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S47*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S48*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S49*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S5*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S50*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S51*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S52*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S53*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S54*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S55*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S56*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S57*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S58*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S59*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S6*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S60*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S61*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S62*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S63*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S64*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S65*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S66*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S67*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S68*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S7*01	1	78	79	96	97	147	148	156	157	264	VK	0
IGKV1S8*01	1	78	79	102	103	153	154	162	163	270	VK	0
IGKV1S9*01	1	78	79	102	103	153	154	162	163	270	VK	0
